account_id,note_id,title,url,note_score,selection_reason
64ea31850000000001007640,65ad3b250000000011012409,留学生课程1V1辅导🔥拒绝学业焦虑💪,https://www.xiaohongshu.com/explore/65ad3b250000000011012409?xsec_token=ABbyLVEzvvTAdybDSZz6OENVCPiSgayMUElOnwU6-Sq1c=&xsec_source=pc_search,370.0,top by interaction
6048cffa000000000101c5e7,65d2b702000000000b023bbd,UNSW JD 辅导,https://www.xiaohongshu.com/explore/65d2b702000000000b023bbd?xsec_token=ABTq6OkjMFjdPMS8428ra77NMSkI77u1UH41xNO588xmo=&xsec_source=pc_search,401.0,top by interaction
5b3a41536b58b7598a17a954,68edd25c000000000303b22a,🇦🇺unsw期中还是花钱找了essay辅导,https://www.xiaohongshu.com/explore/68edd25c000000000303b22a?xsec_token=ABxfdRvus7cqUUJ0RbUz_NyiyfZbZRHg-cJ8XT__H4tWA=&xsec_source=pc_search,160.0,top by interaction
5e4791990000000001007442,6a1669a3000000003701e944,剑桥工程offer holder接辅导🙋🏻‍♀️,https://www.xiaohongshu.com/explore/6a1669a3000000003701e944?xsec_token=ABoTY3__W9g-OQa7eRBXd0HFUXXIYP8qA56Ehmaa3W0Lc=&xsec_source=pc_search,249.0,top by interaction
5ffa8a1e0000000001009e25,6849424d000000002100b202,YYDS❗️❗️我的宝藏加拿大留学中介❗,https://www.xiaohongshu.com/explore/6849424d000000002100b202?xsec_token=ABQfrW6nBuZ1OyHsMqstuoXOFTkH-IGUiUG18DqgMCHsY=&xsec_source=pc_search,796.0,top by interaction
5de0a77f0000000001002494,68f205ca000000000301e620,澳洲留子final考试辅导选哪家比较好？,https://www.xiaohongshu.com/explore/68f205ca000000000301e620?xsec_token=ABuQAhE5x00Ci-ikw5zG3Uva1VLyuNPE8GNs9lem7paRQ=&xsec_source=pc_search,171.0,top by interaction
66bf379a000000001d0331c6,696e7ecc000000000a029a6b,RI'25毕业生接补习😋,https://www.xiaohongshu.com/explore/696e7ecc000000000a029a6b?xsec_token=ABC60VzWP27K7yh1_zG0-u91a91lfzYAZ1gxf7LPjaw7I=&xsec_source=pc_search,228.0,top by interaction
5dfd6614000000000100ad3e,69b3ef38000000002301d9b0,一年花二十万补课的富少是真的存在的,https://www.xiaohongshu.com/explore/69b3ef38000000002301d9b0?xsec_token=ABFhoK1e4_sAeC6nP2XlPBcoVGyBYwQLwWXv_EbZG3L58=&xsec_source=pc_search,116.0,top by interaction
69aa73000000000032024d30,69b8efda00000000230177c1,被某个alevel辅导机构的无赖嘴脸气笑,https://www.xiaohongshu.com/explore/69b8efda00000000230177c1?xsec_token=ABJiwzgiv_YVeEMlq4SCqkP3ufELoAenKv8aq6bkH3KGU=&xsec_source=pc_search,306.0,top by interaction
667f9c710000000007007263,694376dd000000001e0033ac,指南者留学有用过的吗？到底怎么样？身边有学姐推荐说挺好，也有说不行的……还有老牌的XDF XHD XT QD，一看很多差评，又说是同行网上互相黑[汗颜R]。       PS：求真实评价，怎么瞬间无数个留学中介私信我，搞蒙了都。,https://www.xiaohongshu.com/explore/694376dd000000001e0033ac?xsec_token=ABBcoJ02K8zXR53jXOyc9Butje0sTJrz-cZQcJluDnU5I=&xsec_source=pc_search,320.0,top by interaction
63f2e0c0000000001001ed9b,69a2c8b2000000001a01c8b2,🇦🇺UNSWer❗你真的要学会拿HD拿高分,https://www.xiaohongshu.com/explore/69a2c8b2000000001a01c8b2?xsec_token=ABjD0Jh3S-2y3JPoAE3E3A-JjeoxOg6JDvxGbVOfiUjMo=&xsec_source=pc_search,102.0,top by interaction
5c0155b16b58b752fb836798,66460c34000000001e02de8c,🇬🇧5小时写的3000字essay拿了88分,https://www.xiaohongshu.com/explore/66460c34000000001e02de8c?xsec_token=ABOr7_uzFHuhU-iXI_rQVhahMAjC4AcIY32ds23tJEek0=&xsec_source=pc_search,1200.0,top by interaction
58763af27fc5b80ce60b85d1,6617e083000000001a00cd6d,❗️essay的evaluation怎么写能拿满分❓,https://www.xiaohongshu.com/explore/6617e083000000001a00cd6d?xsec_token=ABNYRbsLzxgeawqLSGwrorrYeYsdEc-_6zpw-uexBcsJo=&xsec_source=pc_search,685.0,top by interaction
659f4baf000000002200355a,67a378aa000000001800a385,🇬🇧6.5小时写完3000字essay（出分75-85）,https://www.xiaohongshu.com/explore/67a378aa000000001800a385?xsec_token=ABUdZ6lkAD9r0jnyyWwT_2huZGNvOuBDW8pf7Z5MS3d1M=&xsec_source=pc_search,368.0,top by interaction
6766c6ab0000000014033bb0,67792217000000001300b469,📝留学生用GPT写3000字essay保姆级教程,https://www.xiaohongshu.com/explore/67792217000000001300b469?xsec_token=ABluZ-P_M3_pYskcLTo8kPH2PmrrBMIE6htdtYDWnmzlY=&xsec_source=pc_search,433.0,top by interaction
66961a41000000000f035788,67344c5a000000003c01c3ad,写essay找了个辅导老师，发现真的不难……,https://www.xiaohongshu.com/explore/67344c5a000000003c01c3ad?xsec_token=ABhpXa02OOuCKTe-04N6Cu0bGYmrq389semjkRFLQ_gHc=&xsec_source=pc_search,182.0,top by interaction
675908cb000000001d02c1ed,67b37051000000001701db80,英硕80分marketing专业essay全文分析,https://www.xiaohongshu.com/explore/67b37051000000001701db80?xsec_token=ABhuSDhnfErbaat49wIaLhubutw1BxL6yxD1CP0JtfaZs=&xsec_source=pc_search,273.0,top by interaction
5b8bb00d9d3e8500011e8465,66ab80fc00000000050208e5,留学生的钱还是太好骗了！,https://www.xiaohongshu.com/explore/66ab80fc00000000050208e5?xsec_token=AB4661f7t0DIYLrPTaxI26Hl39-4K7H2Lp4ydpNPiwOzE=&xsec_source=pc_search,272.0,top by interaction
67565972000000001c019ca9,6993e92e0000000028021ce5,数学这块比较薄弱，想问哪里有留学生辅导的？求推荐[叹气R]#课程辅导[话题]# #留学课程[话题]# #留学essay[话题]# #辅导[话题]# #留学生那些事[话题]#,https://www.xiaohongshu.com/explore/6993e92e0000000028021ce5?xsec_token=ABtkXJxODmZyBlwf_Paae_lARUV1VxmsPHBKVJaPnV6Fo=&xsec_source=pc_search,287.0,top by interaction
69154057000000003702f5e6,694e77bf000000001e006089,有没有靠谱一点的essay辅导啊？！,https://www.xiaohongshu.com/explore/694e77bf000000001e006089?xsec_token=ABxy2_S2aUWNNb2IrXxCT56WMToMOF_v5HFzO1wdlPZEs=&xsec_source=pc_search,341.0,top by interaction
67421e01000000001c01a2cb,67569ddc000000000402b409,Help！到底是谁找到了靠谱的留学辅导,https://www.xiaohongshu.com/explore/67569ddc000000000402b409?xsec_token=ABdbDZtWlXfVCGAr-w3x_mzjKaKlCEHtP0a4OPUEZNmzM=&xsec_source=pc_search,220.0,top by interaction
6842a15b000000001d01409c,685a8d84000000000b02fcfc,UCL语言班Essay怎么写能拿distinction,https://www.xiaohongshu.com/explore/685a8d84000000000b02fcfc?xsec_token=AB3c06Rst8K_Z2hdZ_JALWr0FzFV3MIXadXutYAm5UeUc=&xsec_source=pc_search,167.0,top by interaction
6680e6e600000000030318c2,69eb265b000000001f030c00,英本essay辅导,https://www.xiaohongshu.com/explore/69eb265b000000001f030c00?xsec_token=ABJkw6ZBGivo02__U_VvrNBQazOwUJV1CS7fiPYXfWlos=&xsec_source=pc_search,113.0,top by interaction
67da553c000000000e0127ee,67ee462c000000001c011eca,真诚发问写essay的澳洲留子们🇦🇺,https://www.xiaohongshu.com/explore/67ee462c000000001c011eca?xsec_token=ABFVrTxXBRTbYUVsZsd2b-XE80ypiTPzovpybo4ulQUyM=&xsec_source=pc_search,120.0,top by interaction
69fc30a40000000002002405,6a27d667000000001c027d69,求靠谱的essay辅导！！,https://www.xiaohongshu.com/explore/6a27d667000000001c027d69?xsec_token=AB38yrW3jr9cba-NlJofpUJDsfzxe9LalcPbBxMrAUQc8=&xsec_source=pc_search,259.0,top by interaction
6805b2b4000000000e01cf59,680c9125000000001d01d224,急急急求dissertation辅导,https://www.xiaohongshu.com/explore/680c9125000000001d01d224?xsec_token=ABljEHayLkEcC3xrNA67R5jDifM6vPkrvFw9CHn02Wvmo=&xsec_source=pc_search,157.0,top by interaction
6832ff41000000000e0100c9,69f1690f000000001f007270,来个靠谱essay辅导,https://www.xiaohongshu.com/explore/69f1690f000000001f007270?xsec_token=AB8aXmArjLuUNN80p73MgvukEkIXPKq4hBwY8H1nuPJps=&xsec_source=pc_search,290.0,top by interaction
67a9c26e000000000e010a67,687e0390000000001703635d,给大家普及一下午水完2000字essay,https://www.xiaohongshu.com/explore/687e0390000000001703635d?xsec_token=ABJk_BqmiKhVtta6KZhiP3ApAsbf8RJxTZ9QaOB6-RwEw=&xsec_source=pc_search,90.0,top by interaction
6808780c000000000d00950d,694b815d000000001f00eb37,留学生全科作业辅导，负责到出分为止！,https://www.xiaohongshu.com/explore/694b815d000000001f00eb37?xsec_token=ABA2k4fPmrrdDqYL1stuSH5GkplRNpzyGGa1c52DQC2Ug=&xsec_source=pc_search,58.0,top by interaction
